PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
PP,Plumbing Permit,2017-126390 PP,C- 329 Com Structures Other Than Bldg,New,No,9910 STONELAKE BLVD,NEW CONTRUCTION OF A NEW CAR WASH,0252000113,LOT 34 SAMS SUBD AT STONEBRIDGE,2017/09/06,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/27,,,,2700,,,1,0,,,,,,,$0.00,,,,9910 STONELAKE BLVD,AUSTIN,TX,78759,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11802767,11802767,30.3923745,-97.74047881,"(30.3923745, -97.74047881)"
MP,Mechanical Permit,2017-126388 MP,R- 101 Single Family Houses,New,No,15705 SAMUEL TRL,New 2story singlefamily residence attached garage covered entry porch and rear patio  VOLUME BUILDER,R544338,,2017/09/15,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/13,,,,4950,,,2,1,,,,,,,,,,,15705 SAMUEL TRL,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11802757,11802757,30.49811628,-97.752709,"(30.49811628, -97.752709)"
MP,Mechanical Permit,2017-126387 MP,R- 101 Single Family Houses,New,No,15701 SAMUEL TRL,New 2story singlefamily residence attached garage covered entry porch and rear patio  VOLUME BUILDER,R544337,,2017/09/15,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/10,,,,5509,,,2,1,,,,,,,,,,,15701 SAMUEL TRL,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11802752,11802752,30.49808514,-97.75293851,"(30.49808514, -97.75293851)"
MP,Mechanical Permit,2017-126386 MP,R- 101 Single Family Houses,New,No,15709 SAMUEL TRL,New 2story singlefamily residence attached garage covered entry porch and rear patio  VOLUME BUILDER,R544339,,2017/09/15,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/27,,,,5570,,,2,1,,,,,,,,,,,15709 SAMUEL TRL,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11802747,11802747,30.49817497,-97.75248192,"(30.49817497, -97.75248192)"
MP,Mechanical Permit,2017-126385 MP,R- 101 Single Family Houses,New,No,15801 SAMUEL TRL,New 2story singlefamily residence attached garage covered entry porch and rear patio  VOLUME BUILDER,R544341,,2017/09/15,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/10,,,,5671,,,2,1,,,,,,,,,,,15801 SAMUEL TRL,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11802742,11802742,30.49819027,-97.75201145,"(30.49819027, -97.75201145)"
MP,Mechanical Permit,2017-125668 MP,R- 434 Addition & Alterations,Addition and Remodel,No,5711 FAIRLANE DR,Partial Demo of rear window opening interior load bearing wall interior partition wall Remodel of existing interior walls to be moved in kitchen Addition of 728 sq ft to include a bedroom bathroom laundry room 2 closets and an office in rear of existing 1 story SF res,0131010401,LOT 6 BLK C ALLANDALE WEST SEC 1,2017/08/18,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/06/09,,1941,231,728,,,1,1,,,,,,$8300.00,,,,,5711 FAIRLANE DR,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11801907,11801907,30.3370204,-97.75354306,"(30.3370204, -97.75354306)"
PP,Plumbing Permit,2017-124751 PP,R- 434 Addition & Alterations,Addition and Remodel,No,1002 E 38TH ST,Partial DemoInterior remodel od a one story SFR includes wall reconfiguration for overall improvements upgrades include electrical plumbing and mechanical work,0217090119,LOT 3 BLK 1 OLT 2021 DIV C RESUB OF BLK 5 PLAINVIEW HEIGHTS,2017/09/13,2017/12/23,SATURDAY,2017,2018,Yes,Permit Center,Active,2018/05/16,,0,1300,1300,,,1,1,,,,,,,,$6500.00,,,1002 E 38TH ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11800824,11800824,30.29536187,-97.72180551,"(30.29536187, -97.72180551)"
DS,Driveway / Sidewalks,2017-124691 DS,Res. Driveway & Sidewalk,New,,11413 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 656 LF of new sidewalk and a new 17' driveway approach  Shall meet all city standardsnmtNew 1story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0445051137,LOT 9 BLK G LEGENDS WAY SEC 5,2017/09/15,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/04/03,,,,,,,,,,,,,,,,,,,11413 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11800742,11800742,30.1302181,-97.77297974,"(30.1302181, -97.77297974)"
EP,Electrical Permit,2017-123423 EP,Sign Permit,Freestanding,No,4611 MANCHACA RD,Installation of new monument sign for TruCare,0409120445,ABS 8 SUR 20 DECKER I ACR 4940,2017/09/29,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/25,,,,,,,,,,,,$500.00,,,,,,,4611 MANCHACA RD,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11799351,11799351,30.22607084,-97.79034094,"(30.22607084, -97.79034094)"
BP,Building Permit,2017-121988 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1906 BARTON PKWY,Addition Remodel with partial demo Adding 1story master bedroom and bathroom and a screenedin patio,0102090911,LOT 10 BLK 1 BARTON HILLS SEC 5,2017/08/30,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/25,,,,3189,$120000.00,$200000.00,1,1,,$65000.00,,$20000.00,,$15000.00,,$20000.00,,,1906 BARTON PKWY,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11797657,11797657,30.25598219,-97.78088841,"(30.25598219, -97.78088841)"
MP,Mechanical Permit,2017-120782 MP,R- 101 Single Family Houses,New,No,6800 VICENZA DR,New 2story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0432530301,ABS 98 SUR 65 BRITE T  VAR SURVEYS ACR 346144 41550A IN TRAVIS CO 1D1W,2017/09/05,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/03,,,,3998,,,2,1,,,,,,,,,,,6800 VICENZA DR,AUSTIN,TX,78652,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11796248,11796248,30.17002437,-97.91605445,"(30.17002437, -97.91605445)"
PP,Plumbing Permit,2017-119663 PP,Residential,Repair,No,10209 FAYLIN DR,Austin Water Violation Plumbing Permit,0240250617,LOT 17 BLK B WINDSOR HILLS SEC 4,2017/09/22,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Final,2017/12/28,2017/12/28,,1,,,,1,1,,,,,,,,$2000.00,,,10209 FAYLIN DR,AUSTIN,TX,78753,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11795008,11795008,30.36171328,-97.6703951,"(30.36171328, -97.6703951)"
EP,Electrical Permit,2017-118339 EP,R- 435 Renovations/Remodel,Repair,No,1708 GARDEN ST,new hvac system replace door and windows same size replace toilet,0202070718,LOT 16 BLK 6 OLT 48 DIV O RIVERSIDE,2017/09/20,2017/12/29,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/03/19,,,0,,,,1,1,,,,$1200.00,,,,,,,1708 GARDEN ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11793519,11793519,30.25508114,-97.72698185,"(30.25508114, -97.72698185)"
EP,Electrical Permit,2017-118182 EP,C-1000 Commercial Remodel,Remodel,No,221 W 6TH ST,Interior Remodel to Existing AdminBusPro Office,0206011820,LOT 112 BLOCK 054 ORIGINAL CITY PLUS VAC ALLEY  PT VAC ROW TOTAL SQ FT 76488,2017/08/14,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/04/24,,,3690,,,,1,1,,,,$30000.00,,,,,,,221 W 6TH ST,AUSTIN,TX,78701,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11793314,11793314,30.26832161,-97.74477059,"(30.26832161, -97.74477059)"
MP,Mechanical Permit,2017-116842 MP,R- 101 Single Family Houses,New,No,12812 VERONESE DR,New 2story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0431570501,ABS 2159 SUR 11 CADY J D ABS 2301 SUR 43 HUDSON C W ACR 1128073 1D1W 60182AC IN TRAVIS CO,2017/08/18,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/04/16,,,,4789,,,2,1,,,,,,,,,,,12812 VERONESE DR,AUSTIN,TX,78652,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11791806,11791806,30.17050912,-97.91973613,"(30.17050912, -97.91973613)"
MP,Mechanical Permit,2017-115811 MP,R- 434 Addition & Alterations,Addition and Remodel,No,2506 CANTERBURY ST,Partial Demo Addition  Remodel of existing house,0200100212,LOT 13 BLK 6 OLT 4142 OLT 53 DIV O RIVERVIEW ADDN,2017/08/04,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/05/07,,1583,,1739,,,3,1,,,,,,$20000.00,,,,,2506 CANTERBURY ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11790558,11790558,30.25249413,-97.716914,"(30.25249413, -97.716914)"
MP,Mechanical Permit,2017-114771 MP,R- 101 Single Family Houses,New,No,7805 BARBARY CT,New 1story singlefamily residence attached garage covered porch and patio,0334100208,LOT 8 BLK B EASTON PARK SEC 1C,2017/09/12,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/29,,,,3348,,,1,1,,,,,,,,,,,7805 BARBARY CT,AUSTIN,TX,78744,2,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11789386,11789386,30.16073246,-97.71519497,"(30.16073246, -97.71519497)"
DS,Driveway / Sidewalks,2017-113883 DS,Res. Driveway & Sidewalk,New,,11501 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 657 F of new sidewalk and a new 17' driveway approach  Shall meet all city standardsnmtNew 2story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0445051133,LOT 13 BLK G LEGENDS WAY SEC 5,2017/08/29,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/03/12,,,,,,,,,,,,,,,,,,,11501 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11788358,11788358,30.13036822,-97.77223539,"(30.13036822, -97.77223539)"
DS,Driveway / Sidewalks,2017-113880 DS,Res. Driveway & Sidewalk,New,,11505 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 605 LF of new sidewalk and a new 17' driveway approach  Shall meet all city standardsnmtNew 1story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0445051132,LOT 14 BLK G LEGENDS WAY SEC 5,2017/08/29,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/03/13,,,,,,,,,,,,,,,,,,,11505 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11788353,11788353,30.1303999,-97.77203205,"(30.1303999, -97.77203205)"
DS,Driveway / Sidewalks,2017-113875 DS,Res. Driveway & Sidewalk,New,,11509 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 196 LF of new sidewalk and a new 17' driveway approach  Shall meet all city standardsnmt   New 2story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0445051131,LOT 15 BLK G LEGENDS WAY SEC 5,2017/08/29,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/03/12,,,,,,,,,,,,,,,,,,,11509 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11788343,11788343,30.13043421,-97.77182232,"(30.13043421, -97.77182232)"
MP,Mechanical Permit,2017-113867 MP,R- 101 Single Family Houses,New,No,12525 EVENING STAR PASS,New 1story singlefamily residence attached garages covered entry porch and patio covered portico  VOL BUILDER,0129550801,LOT 4 BLK D MCCORMICK RANCH ON LAKE AUSTIN PHS 2,2017/07/27,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/12,,,,4737,,,1,1,,,,,,,,,,,12525 EVENING STAR PASS,AUSTIN,TX,78732,6,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11788324,11788324,30.33578747,-97.91726903,"(30.33578747, -97.91726903)"
MP,Mechanical Permit,2017-113364 MP,R- 101 Single Family Houses,New,No,10009 DALLIANCE LN,New 1story singlefamily residence attached garage covered entry porch and patio,0219620239,LOT 47 BLK A WHISPER VALLEY VILLAGE 1 PHS 1,2017/09/07,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/20,,,,2178,,,1,1,,,,,,,,,,,10009 DALLIANCE LN,AUSTIN,TX,78653,1,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11787762,11787762,30.29813037,-97.55231014,"(30.29813037, -97.55231014)"
MP,Mechanical Permit,2017-111885 MP,R- 102 Secondary Apartment,New,No,2307 WILLOW ST,Garage apartment with one bedroom and one bath addition,0201090904,LOT 5  E85 FT OF LOT 6 BLK D OLT 39 DIV O DRIVING PARK ADDN,2017/07/28,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/04/18,,,,1100,,,2,1,,,,,,,,,,,2307 WILLOW ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11786028,11786028,30.25404961,-97.71927959,"(30.25404961, -97.71927959)"
DS,Driveway / Sidewalks,2017-111821 DS,Res. Driveway & Sidewalk,New,,11417 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 656 LF of new sidewalk and a new 17' driveway approach  Shall meet all city standardsnmtNew 2story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0445051136,LOT 10 BLK G LEGENDS WAY SEC 5,2017/08/28,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/03/10,,,,,,,,,,,,,,,,,,,11417 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11785951,11785951,30.13026672,-97.7727981,"(30.13026672, -97.7727981)"
DS,Driveway / Sidewalks,2017-111803 DS,Res. Driveway & Sidewalk,New,,11421 RIVER PLANTATION DR,DO NOT ISSUE  SUBDIVISION PENDING FINAL ACCEPTANCE LETTER izzConstruct 656 LF of new sidewalk and a 17' driveway approach   Shall meet all city standardsnmtNew 2story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0445051135,LOT 11 BLK G LEGENDS WAY SEC 5,2017/08/25,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Suspended,2018/03/11,,,,,,,,,,,,,,,,,,,11421 RIVER PLANTATION DR,AUSTIN,TX,78747,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11785911,11785911,30.13028747,-97.77259822,"(30.13028747, -97.77259822)"
MP,Mechanical Permit,2017-111324 MP,R- 102 Secondary Apartment,New,No,5704 ADAMS AVE,New residence 2 Bed 25 bath w 1 car garage,0230040714,LOT 9 BLK 1 BROADACRES,2017/08/16,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/15,,,,2227,,,2,1,,,,,,,,,,,5704 ADAMS AVE,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11785381,11785381,30.3323286,-97.73869997,"(30.3323286, -97.73869997)"
MP,Mechanical Permit,2017-111323 MP,R- 101 Single Family Houses,New,No,5704 ADAMS AVE,New residence 3 Bed 25 bath w  1 car garage,0230040714,LOT 9 BLK 1 BROADACRES,2017/08/16,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/15,,,,1398,,,2,1,,,,,,,,,,,5704 ADAMS AVE,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11785378,11785378,30.3323286,-97.73869997,"(30.3323286, -97.73869997)"
MP,Mechanical Permit,2017-108257 MP,R- 101 Single Family Houses,New,No,8908 IVEANS CV,New construction single family residential 2story 5 bedroom 45 bath with attached 3car garage covered front porch and covered rear patio,R542000,,2017/07/26,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/09,,,,4669,,,2,1,,,,,,,,,,,8908 IVEANS CV,AUSTIN,TX,78717,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11781655,11781655,30.48721576,-97.75047634,"(30.48721576, -97.75047634)"
MP,Mechanical Permit,2017-108219 MP,R- 101 Single Family Houses,New,No,13000 ZEN VILLA DR,New 2story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0431570501,ABS 2159 SUR 11 CADY J D ABS 2301 SUR 43 HUDSON C W ACR 1128073 1D1W 60182AC IN TRAVIS CO,2017/08/07,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/07,,,,3691,,,2,1,,,,,,,,,,,13000 ZEN VILLA DR,AUSTIN,TX,78652,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11781594,11781594,30.16833184,-97.91803385,"(30.16833184, -97.91803385)"
MP,Mechanical Permit,2017-108071 MP,R- 101 Single Family Houses,New,No,6800 MANCHACA RD UNIT 8,New 2story Condominium Residence with attached garage covered porch and patio  CONDOMINIUM RESIDENCE,0416180105,LOT 4 LESS 0460A BAKER C T SUBD,2017/06/28,2017/12/26,TUESDAY,2017,2018,Yes,Permit Center,Active,2018/04/29,,,,2536,,,2,1,,,,,,,,,,,6800 MANCHACA RD UNIT 8,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11781418,11781418,30.2040814,-97.807252,"(30.2040814, -97.807252)"
MP,Mechanical Permit,2017-107742 MP,R- 101 Single Family Houses,New,No,13005 ZEN VILLA DR,New 2story singlefamily residence attached garage covered entry porch and patio PRODUCTION BUILDER,0431570501,ABS 2159 SUR 11 CADY J D ABS 2301 SUR 43 HUDSON C W ACR 1128073 1D1W 60182AC IN TRAVIS CO,2017/08/07,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/05/15,,,,3394,,,2,1,,,,,,,,,,,13005 ZEN VILLA DR,AUSTIN,TX,78652,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11781011,11781011,30.16836878,-97.91751385,"(30.16836878, -97.91751385)"
EP,Electrical Permit,2017-102681 EP,R- 434 Addition & Alterations,Addition and Remodel,No,413 W ST JOHNS AVE BLDG B,Partial Demo of back wall windows doors and roof Remodel of a new roof new exterior wall new windows new interior walls new doors Addition to add a bathroom to 1 story Duplex Unit B  REVISION 1 submitted 1022017 We need to Demo and replace 3 walls in addition to what was permitted,0231110107,LOT 4 DENSON ELMER SUBD SEC 2,2017/06/02,2017/12/24,SUNDAY,2017,2018,Yes,Permit Center,Active,2018/05/15,,1693,,588,,,1,1,,,,$7200.00,,,,,,,413 W ST JOHNS AVE BLDG B,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11775043,11775043,30.33707944,-97.71331994,"(30.33707944, -97.71331994)"
EP,Electrical Permit,2017-102052 EP,Sign Permit,Freestanding,No,5204 E BEN WHITE BLVD WB,Installation of new monument Sign will be set back 40' from prop line out of easements Sign will be on E Ben White,0314080401,,2017/08/16,2017/12/27,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/06/25,,,,,,,,,,,,$500.00,,,,,,,5204 E BEN WHITE BLVD WB,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11774368,11774368,30.21434841,-97.72480963,"(30.21434841, -97.72480963)"
PP,Plumbing Permit,2017-098957 PP,C-1001 Commercial Finish Out,Remodel,No,2200 ALDRICH ST UNIT 400,Tenant Finish Out to Create AdminBusProOffice,0219130503,LOT 3 BLK 5 MUELLER SEC 1B1,2017/04/19,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/02/28,,,60244,,,,4,4,,,,,,,,$39513.00,,,2200 ALDRICH ST UNIT 400,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11772154,11772154,30.30109366,-97.7035138,"(30.30109366, -97.7035138)"
PP,Plumbing Permit,2017-098956 PP,C-1001 Commercial Finish Out,Remodel,No,2200 ALDRICH ST UNIT 300,Tenant Finish Out to Create AdminBusProOffice,0219130503,LOT 3 BLK 5 MUELLER SEC 1B1,2017/04/19,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/02/28,,,59991,,,,4,4,,,,,,,,$39753.00,,,2200 ALDRICH ST UNIT 300,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11772151,11772151,30.30109366,-97.7035138,"(30.30109366, -97.7035138)"
PP,Plumbing Permit,2017-098955 PP,C-1001 Commercial Finish Out,Remodel,No,2200 ALDRICH ST UNIT 200,Tenant Finish Out to Create AdminBusProOffice,0219130503,LOT 3 BLK 5 MUELLER SEC 1B1,2017/04/19,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/02/28,,,60244,,,,4,4,,,,,,,,$39753.00,,,2200 ALDRICH ST UNIT 200,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11772148,11772148,30.30109366,-97.7035138,"(30.30109366, -97.7035138)"
PP,Plumbing Permit,2017-098954 PP,C-1001 Commercial Finish Out,Remodel,No,2200 ALDRICH ST UNIT 100,Tenant Finish Out to Create AdminBusProOffice,0219130503,LOT 3 BLK 5 MUELLER SEC 1B1,2017/04/19,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/02/28,,,28089,,,,4,4,,,,,,,,$22015.00,,,2200 ALDRICH ST UNIT 100,AUSTIN,TX,78723,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11772145,11772145,30.30109366,-97.7035138,"(30.30109366, -97.7035138)"
MP,Mechanical Permit,2017-099216 MP,R- 101 Single Family Houses,New,No,9706 BADEN LN,New 1story singlefamily residence attached garage covered porch and patio  VOLUME BUILDER,0239281907,LOT 7 BLK Q PIONEER HILL SEC 2,2017/08/01,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/06/13,,,,2246,,,1,1,,,,,,,,,,,9706 BADEN LN,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11770958,11770958,30.35600994,-97.66211013,"(30.35600994, -97.66211013)"
MP,Mechanical Permit,2017-099111 MP,R- 102 Secondary Apartment,New,No,503 HAVANA ST BLDG 2,ADU with 2 bath and 2 Bedroom,0407030608,LOT 8 BLK H SOUTH PARK SEC 2,2017/07/12,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/04/22,,,,1555,,,2,1,,,,,,,,,,,503 HAVANA ST BLDG 2,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11770857,11770857,30.23298641,-97.76339791,"(30.23298641, -97.76339791)"
MP,Mechanical Permit,2017-099110 MP,R- 101 Single Family Houses,New,No,503 HAVANA ST,SF house with an attached House  3 bedrooms,0407030608,LOT 8 BLK H SOUTH PARK SEC 2,2017/07/12,2017/12/28,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/04/22,,,,2720,,,3,1,,,,,,,,,,,503 HAVANA ST,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11770854,11770854,30.23298641,-97.76339791,"(30.23298641, -97.76339791)"
MP,Mechanical Permit,2017-096844 MP,R- 101 Single Family Houses,New,No,6509 LORETTA WHITE LN,New 1story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0330060919,LOT 19 BLK J SPRINGFIELD SEC 7,2017/06/23,2017/12/29,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/06/02,,,,1968,,,1,1,,,,,,,,,,,6509 LORETTA WHITE LN,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11768119,11768119,30.17024204,-97.7321409,"(30.17024204, -97.7321409)"
